serial_number_tim,serial_number_forn,createdBy,createdAt,updatedBy,updatedAt,num_consegna,workrequestid,externalrefid,associated_at,associated_by,causale,anomalia,status,wr_prodotti,cod_terr_sap,cod_nmu,codice_impresa_name,impianto,impianto_regman,status_regman,sent_to_sap,cod_proj,mac_address,serial_number_cpe,cod_terr_sap_mos,check_NMU,desc_nmu,tipo_task,flag_olo,check_u0009t,importo_u0009t,NMU WR,tipo_inserimento,client_type,data_completamento_wr,area,codice_riscontro,codice_impresa_utilizzo,descr_impresa_utilizzo,tipo_famiglia,cod_gruppo_tec,File Allegato,contatore,causale_addebito,note_addebito,post_delivery,wr_collaudo_one,impianto_collaudo_one,data_collaudo_one,status_collaudo_one,equivalenza_prod_applicabile,validated_at,validated_by,reverse,note,one_step,approved_at,approved_by
%R101780412N092210EKFG,622362189291,SAP File,2025-07-02T04:58:09.458Z,SAP File,2025-07-02T04:58:09.458Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D71A,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKFF,622362189064,SAP File,2025-07-02T04:58:09.408Z,SAP File,2025-07-02T04:58:09.408Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D70B,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKFD,622352005591,SAP File,2025-07-02T04:58:09.358Z,SAP File,2025-07-02T04:58:09.358Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D6F9,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKFC,622352091266,SAP File,2025-07-02T04:58:09.312Z,SAP File,2025-07-02T04:58:09.312Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D6F6,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKFA,622352066587,SAP File,2025-07-02T04:58:09.261Z,SAP File,2025-07-02T04:58:09.261Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D6DF,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKF9,622352025362,SAP File,2025-07-02T04:58:09.196Z,SAP File,2025-07-02T04:58:09.196Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204CCF9,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKF8,622352091448,SAP File,2025-07-02T04:58:09.148Z,SAP File,2025-07-02T04:58:09.148Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D6C6,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKF7,622352065744,SAP File,2025-07-02T04:58:09.092Z,SAP File,2025-07-02T04:58:09.092Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D6B7,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKF6,622352091288,SAP File,2025-07-02T04:58:09.038Z,SAP File,2025-07-02T04:58:09.038Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D6A1,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKF1,622352007473,SAP File,2025-07-02T04:58:08.990Z,SAP File,2025-07-02T04:58:08.990Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D669,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKEZ,622352005488,SAP File,2025-07-02T04:58:08.939Z,SAP File,2025-07-02T04:58:08.939Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D64F,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKEY,622352012870,SAP File,2025-07-02T04:58:08.890Z,SAP File,2025-07-02T04:58:08.890Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D64C,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKEW,622352066703,SAP File,2025-07-02T04:58:08.838Z,SAP File,2025-07-02T04:58:08.838Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D63E,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKEU,622362187364,SAP File,2025-07-02T04:58:08.790Z,SAP File,2025-07-02T04:58:08.790Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D627,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKES,622352079637,SAP File,2025-07-02T04:58:08.738Z,SAP File,2025-07-02T04:58:08.738Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D612,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKER,622352066690,SAP File,2025-07-02T04:58:08.688Z,SAP File,2025-07-02T04:58:08.688Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D60F,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKEQ,622362187068,SAP File,2025-07-02T04:58:08.636Z,SAP File,2025-07-02T04:58:08.636Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D5F4,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKEO,622362188094,SAP File,2025-07-02T04:58:08.586Z,SAP File,2025-07-02T04:58:08.586Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D5E6,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKEN,622352004781,SAP File,2025-07-02T04:58:08.536Z,SAP File,2025-07-02T04:58:08.536Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D5DF,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKEM,622352067502,SAP File,2025-07-02T04:58:08.491Z,SAP File,2025-07-02T04:58:08.491Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D5D0,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKEL,622352000676,SAP File,2025-07-02T04:58:08.440Z,SAP File,2025-07-02T04:58:08.440Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D5A6,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKEK,622352005035,SAP File,2025-07-02T04:58:08.390Z,SAP File,2025-07-02T04:58:08.390Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D5CD,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKEJ,622352013180,SAP File,2025-07-02T04:58:08.336Z,SAP File,2025-07-02T04:58:08.336Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D5C2,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKEI,622352062132,SAP File,2025-07-02T04:58:08.289Z,SAP File,2025-07-02T04:58:08.289Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D5B7,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKEH,622352091186,SAP File,2025-07-02T04:58:08.241Z,SAP File,2025-07-02T04:58:08.241Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D5B0,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKEG,622352014570,SAP File,2025-07-02T04:58:08.193Z,SAP File,2025-07-02T04:58:08.193Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D5A9,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKEF,622352007451,SAP File,2025-07-02T04:58:08.142Z,SAP File,2025-07-02T04:58:08.142Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D59B,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKEE,622352004930,SAP File,2025-07-02T04:58:08.095Z,SAP File,2025-07-02T04:58:08.095Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D598,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKEC,622352067488,SAP File,2025-07-02T04:58:08.042Z,SAP File,2025-07-02T04:58:08.042Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D567,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKDT,622352091200,SAP File,2025-07-02T04:58:07.993Z,SAP File,2025-07-02T04:58:07.993Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D371,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKDL,622362185595,SAP File,2025-07-02T04:58:07.942Z,SAP File,2025-07-02T04:58:07.942Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D42D,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKDK,622352062245,SAP File,2025-07-02T04:58:07.888Z,SAP File,2025-07-02T04:58:07.888Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D40F,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKDJ,622352013873,SAP File,2025-07-02T04:58:07.835Z,SAP File,2025-07-02T04:58:07.835Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D3EF,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKDI,622362185119,SAP File,2025-07-02T04:58:07.781Z,SAP File,2025-07-02T04:58:07.781Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D41A,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKCS,622352007337,SAP File,2025-07-02T04:58:07.730Z,SAP File,2025-07-02T04:58:07.730Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D231,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKBZ,622352005342,SAP File,2025-07-02T04:58:07.678Z,SAP File,2025-07-02T04:58:07.678Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204D0E8,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EKA7,622362190696,SAP File,2025-07-02T04:58:07.630Z,SAP File,2025-07-02T04:58:07.630Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204CD26,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EK9F,622352014354,SAP File,2025-07-02T04:58:07.577Z,SAP File,2025-07-02T04:58:07.577Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204CB7A,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EK8X,622362187240,SAP File,2025-07-02T04:58:07.529Z,SAP File,2025-07-02T04:58:07.529Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204CA5F,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EK88,622362187660,SAP File,2025-07-02T04:58:07.470Z,SAP File,2025-07-02T04:58:07.470Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204C8A3,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EK5S,622362169679,SAP File,2025-07-02T04:58:07.412Z,SAP File,2025-07-02T04:58:07.412Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204BFC8,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R101780412N092210EK48,622352001271,SAP File,2025-07-02T04:58:07.357Z,SAP File,2025-07-02T04:58:07.357Z,8403115242,,,,,,,Attribuito,false,IMSUS014,780412,,,,NO DISCOVERATO SU REGMAN,,,C4EB4204B9A5,,,,SAGEMCOM STB PREMIUM AUDIO AX,,,,,,,,,,,,,Decoder,105,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%5393782473N04251A2686,CP2423ED02K,SAP File,2025-07-02T04:58:07.294Z,SAP File,2025-07-02T04:58:07.294Z,8403117552,,,,,,,Attribuito,false,IMSUS014,782473,,,,NO DISCOVERATO SU REGMAN,,,08C7F5368FD3,,,,FW NeXXt One Gpon FGA221DFWB,,,,,,,,,,,,,Router,106,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%5393787081N05251A4795,22513E2001277,SAP File,2025-07-01T05:00:51.629Z,SAP File,2025-07-01T05:00:51.629Z,8403116825,,,,,,,Attribuito,false,IMSUS014,787081,,,,NO DISCOVERATO SU REGMAN,,,98BA5FFB92F8,,,,FW TP Link XB 432V WIND3HUB,,,,,,,,,,,,,Router,106,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%5393782471N05251A1625,F2202DH90001021,SAP File,2025-07-01T05:00:51.584Z,SAP File,2025-07-01T05:00:51.584Z,8403116131,,,,,,,Attribuito,false,IMSUS014,782471,,,,NO DISCOVERATO SU REGMAN,,,7C131DBC1B51,,,,FW NEXXT Gpon FG4225R FW,,,,,,,,,,,,,Router,106,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%5393782471N05251A1624,F2202DH90001019,SAP File,2025-07-01T05:00:51.544Z,SAP File,2025-07-01T05:00:51.544Z,8403116131,,,,,,,Attribuito,false,IMSUS014,782471,,,,NO DISCOVERATO SU REGMAN,,,7C131DBC1B31,,,,FW NEXXT Gpon FG4225R FW,,,,,,,,,,,,,Router,106,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325105FLB,ZTEEGANR3M05830,SAP File,2025-07-01T05:00:51.501Z,SAP File,2025-07-01T05:00:51.501Z,8403114811,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,F8731A8E679C,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103R3J,ZTEEGANR2J02031,SAP File,2025-06-27T04:52:21.223Z,SAP File,2025-06-27T04:52:21.223Z,8403113982,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D762B53,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103R3I,ZTEEGANR2J02030,SAP File,2025-06-27T04:52:21.182Z,SAP File,2025-06-27T04:52:21.182Z,8403113982,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D762B4F,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103R3F,ZTEEGANR2J02027,SAP File,2025-06-27T04:52:21.142Z,SAP File,2025-06-27T04:52:21.142Z,8403113982,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D762B43,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103R35,ZTEEGANR2J02017,SAP File,2025-06-27T04:52:21.098Z,SAP File,2025-06-27T04:52:21.098Z,8403113982,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D762B1B,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103R34,ZTEEGANR2J02016,SAP File,2025-06-27T04:52:21.048Z,SAP File,2025-06-27T04:52:21.048Z,8403113982,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D762B17,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103R31,ZTEEGANR2J02013,SAP File,2025-06-27T04:52:20.999Z,SAP File,2025-06-27T04:52:20.999Z,8403113982,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D762B0B,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0225103R2V,ZTEEGANR2J02007,SAP File,2025-06-27T04:52:20.951Z,SAP File,2025-06-27T04:52:20.951Z,8403113982,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D762AF3,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325104RK9,ZTEEGANR3805981,SAP File,2025-06-26T04:52:00.243Z,SAP File,2025-06-26T04:52:00.243Z,8403113604,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D528D97,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325104RJS,ZTEEGANR3805964,SAP File,2025-06-26T04:52:00.199Z,SAP File,2025-06-26T04:52:00.199Z,8403113604,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D528D53,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785631N0325104RJR,ZTEEGANR3805963,SAP File,2025-06-26T04:52:00.147Z,SAP File,2025-06-26T04:52:00.147Z,8403113604,,,,,,,Attribuito,false,IMSUS014,785631,,,,NO DISCOVERATO SU REGMAN,,,E4604D528D4F,,,,nuovo modem XDSL ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091785632N0325106AM1,ZTE0QTFR3673932,SAP File,2025-06-25T04:58:27.645Z,SAP File,2025-06-25T04:58:27.645Z,8403111999,,,,,,,Attribuito,false,IMSUS014,785632,,,,NO DISCOVERATO SU REGMAN,,,F01B24C25C20,,,,TIM HUB Pro ZTE,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%5393782472N01241A1730,F2308DHH0007413,SAP File,2025-06-24T05:01:41.539Z,SAP File,2025-06-24T05:01:41.539Z,8403111166,,,,,,,Attribuito,false,IMSUS014,782472,,,,NO DISCOVERATO SU REGMAN,,,0C67148C2F61,,,,FW BOOSTER EXT RP571Q FW,,,,,,,,,,,,,Altro,106,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%5393782472N01241A1718,F2308DHH0007400,SAP File,2025-06-24T05:01:41.498Z,SAP File,2025-06-24T05:01:41.498Z,8403111166,,,,,,,Attribuito,false,IMSUS014,782472,,,,NO DISCOVERATO SU REGMAN,,,0C67148C2E91,,,,FW BOOSTER EXT RP571Q FW,,,,,,,,,,,,,Altro,106,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%5393787081N05251A4072,22511L8001250,SAP File,2025-06-24T05:01:41.450Z,SAP File,2025-06-24T05:01:41.450Z,8403111147,,,,,,,Attribuito,false,IMSUS014,787081,,,,NO DISCOVERATO SU REGMAN,,,98BA5FA1FFD0,,,,FW TP Link XB 432V WIND3HUB,,,,,,,,,,,,,Router,106,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%5393787081N05251A4055,22511L8001149,SAP File,2025-06-24T05:01:41.363Z,SAP File,2025-06-24T05:01:41.363Z,8403111147,,,,,,,Attribuito,false,IMSUS014,787081,,,,NO DISCOVERATO SU REGMAN,,,98BA5FA1FCA8,,,,FW TP Link XB 432V WIND3HUB,,,,,,,,,,,,,Router,106,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%5393782473N04251A4523,CP2316EDGN6,SAP File,2025-06-24T05:01:41.314Z,SAP File,2025-06-24T05:01:41.314Z,8403110763,,,,,,,Attribuito,false,IMSUS014,782473,,,,NO DISCOVERATO SU REGMAN,,,D4925E60AC51,,,,FW NeXXt One Gpon FGA221DFWB,,,,,,,,,,,,,Router,106,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%5393787081N05251A1243,22510C6005083,SAP File,2025-06-21T05:00:55.670Z,SAP File,2025-06-21T05:00:55.670Z,8403109286,,,,,,,Attribuito,false,IMSUS014,787081,,,,NO DISCOVERATO SU REGMAN,,,98BA5F7BD900,,,,FW TP Link XB 432V WIND3HUB,,,,,,,,,,,,,Router,106,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
